km_driven,days_since_last_service,vehicle_type,service_type,next_service_due_days
8246,44,bike,repair,17
19302,90,bike,full_service,43
23800,113,car,full_service,70
4232,149,car,full_service,39
4758,72,car,full_service,76
6997,34,car,full_service,37
19739,41,bike,full_service,89
26973,132,bike,repair,40
11972,26,car,wash,17
16368,31,car,full_service,60
2824,135,car,repair,50
11683,102,car,wash,77
24664,84,car,repair,50
5060,145,bike,wash,48
22708,77,car,wash,50
1404,142,car,wash,78
19105,43,bike,repair,73
22700,31,bike,wash,35
12017,27,bike,full_service,28
4845,76,car,full_service,36
21594,17,bike,wash,71
12384,102,car,wash,20
17448,69,car,full_service,61
10491,118,bike,repair,88
14112,138,car,repair,28
23766,147,car,full_service,38
26991,96,bike,repair,56
12785,135,bike,repair,52
1968,34,bike,wash,57
1368,68,bike,repair,59
9424,125,bike,full_service,42
3242,98,bike,repair,6
22386,77,bike,wash,73
4083,148,bike,full_service,86
25457,110,bike,full_service,57
26496,16,bike,full_service,54
26264,145,car,wash,33
29848,139,car,full_service,78
14322,143,car,wash,59
2469,3,bike,wash,65
5725,91,car,repair,54
5259,74,car,full_service,20
4622,102,car,repair,74
11292,23,car,repair,48
27841,64,car,wash,88
29365,116,bike,repair,20
18207,81,bike,repair,32
4431,5,bike,repair,61
23912,65,car,full_service,30
5151,66,car,repair,15
5213,71,bike,wash,5
16235,94,bike,full_service,73
24804,47,bike,wash,47
9989,69,car,full_service,50
1779,77,bike,full_service,40
16351,66,bike,full_service,70
12042,64,bike,wash,61
20276,62,bike,repair,10
6534,45,bike,full_service,66
27469,146,car,wash,31
4306,72,car,full_service,30
3902,70,bike,repair,17
14391,109,car,full_service,80
4718,62,bike,wash,22
1021,40,bike,full_service,42
2500,6,car,wash,10
10034,136,car,repair,32
16799,3,car,repair,9
27336,88,car,full_service,63
4641,133,bike,repair,83
22596,81,car,wash,77
1191,20,bike,full_service,49
14306,142,bike,wash,57
14414,127,bike,full_service,6
9587,104,bike,wash,53
24558,103,bike,full_service,77
22498,67,car,wash,67
5662,109,bike,wash,74
5326,65,car,full_service,62
10065,26,bike,wash,8
28197,59,car,repair,34
21719,117,car,wash,61
25665,43,bike,full_service,51
11471,35,bike,repair,22
26032,18,car,repair,48
27856,90,bike,wash,56
13641,44,bike,wash,53
10196,148,car,wash,34
13726,97,car,repair,56
22878,18,bike,repair,41
16651,40,bike,repair,67
9536,25,bike,full_service,16
20095,27,bike,full_service,21
24979,63,car,wash,38
13944,67,car,full_service,32
7273,79,bike,full_service,8
7284,50,car,wash,50
28038,101,car,wash,18
26692,9,car,repair,17
9817,99,car,repair,62
29955,121,car,wash,53
27555,146,car,wash,54
21378,63,car,full_service,71
19062,123,bike,full_service,25
9414,18,bike,full_service,84
18127,75,car,wash,55
17846,61,car,wash,42
18952,140,car,repair,30
12539,24,car,full_service,10
14993,88,car,repair,22
14451,91,bike,wash,10
15692,41,car,full_service,45
19120,116,bike,repair,61
14334,38,bike,wash,54
29615,132,car,repair,29
8903,80,car,full_service,52
29527,145,car,repair,28
16629,106,bike,repair,34
24386,110,bike,wash,49
26240,20,bike,full_service,47
18740,49,car,repair,76
2014,120,car,wash,60
27708,133,car,full_service,77
11860,49,car,wash,74
18438,114,car,full_service,37
2764,0,car,wash,49
7009,29,bike,wash,11
21842,106,bike,wash,22
28445,47,car,repair,74
10604,86,car,repair,49
17012,128,bike,wash,41
1667,18,bike,full_service,25
4370,45,bike,wash,83
6976,129,car,repair,48
18778,55,bike,full_service,34
25674,144,bike,repair,15
21454,91,bike,wash,12
24366,81,bike,repair,9
9613,78,bike,repair,12
6599,149,car,repair,9
4650,104,car,wash,14
13349,26,bike,repair,19
26708,54,car,wash,60
10894,59,car,wash,59
21004,108,bike,repair,7
4190,119,car,full_service,45
16345,84,car,repair,14
9789,85,bike,repair,11
1391,116,bike,repair,67
18459,107,car,full_service,67
3650,74,car,full_service,30
14600,118,car,wash,38
15317,144,bike,full_service,76
19768,6,car,full_service,43
18193,147,car,repair,64
16563,74,bike,wash,73
25431,57,car,wash,30
28885,15,bike,full_service,66
22885,26,car,full_service,14
29314,50,bike,repair,58
7895,74,car,full_service,35
18543,143,car,full_service,42
24958,86,bike,wash,29
2531,122,bike,full_service,81
6481,75,bike,repair,69
24932,39,bike,wash,54
22360,66,bike,wash,28
23079,129,bike,full_service,31
11874,101,bike,repair,86
25829,92,car,wash,54
20932,109,car,repair,54
28761,81,car,repair,19
7163,77,car,full_service,21
24055,1,car,repair,33
6264,64,car,wash,9
18615,19,car,full_service,15
16890,33,bike,wash,84
19807,40,car,repair,56
12767,22,bike,repair,38
9071,37,car,full_service,85
21645,66,bike,full_service,37
27149,61,car,wash,53
16540,139,car,wash,35
3908,29,car,repair,22
5712,86,car,full_service,9
24139,147,bike,repair,34
27201,117,car,repair,49
13190,5,bike,wash,42
21267,74,car,wash,86
20899,131,car,wash,33
20787,92,car,full_service,40
21982,9,car,wash,13
22392,50,bike,full_service,27
23606,92,bike,repair,7
11150,37,bike,full_service,60
21393,128,car,wash,44
20119,135,car,full_service,60
5491,101,car,full_service,62
14919,80,car,wash,35
15168,82,bike,wash,15
28750,142,bike,repair,46
9593,30,bike,full_service,7
18358,20,car,repair,61
17607,130,bike,repair,18
5613,125,car,full_service,50
24161,34,bike,repair,23
25811,143,bike,full_service,64
29074,44,bike,repair,35
21595,58,bike,repair,40
12426,11,car,full_service,36
17609,139,car,wash,67
27853,32,bike,full_service,30
9183,20,bike,wash,69
21661,59,car,full_service,6
18725,51,bike,full_service,74
21420,122,bike,wash,49
9401,105,bike,wash,82
4727,99,car,full_service,29
14703,70,car,full_service,44
21312,134,bike,full_service,22
20187,61,bike,wash,16
26685,87,car,full_service,28
23942,23,car,wash,83
11218,39,car,repair,47
1393,75,car,wash,36
24223,135,car,repair,85
16992,8,car,full_service,51
10035,2,car,full_service,49
10716,20,car,wash,39
9795,94,bike,repair,81
1581,15,bike,full_service,13
15330,106,car,full_service,14
11131,92,bike,repair,69
1132,132,car,full_service,63
20222,138,bike,full_service,61
15984,78,car,wash,14
4385,69,car,full_service,23
4770,47,bike,repair,54
3268,14,bike,full_service,72
1975,33,bike,wash,9
8605,59,bike,full_service,33
8213,1,bike,repair,9
27389,79,car,full_service,64
12455,18,car,repair,69
27119,48,car,wash,32
3835,77,bike,full_service,87
3738,27,car,full_service,5
10549,47,car,wash,33
5134,95,bike,repair,55
26892,108,car,repair,40
7833,72,bike,full_service,36
9353,99,bike,repair,68
16690,28,car,repair,18
2909,57,car,full_service,36
26703,47,bike,repair,13
15496,22,bike,repair,87
13062,26,car,full_service,15
10850,6,car,full_service,52
28701,48,car,repair,55
2963,108,car,full_service,8
6153,67,car,repair,45
11481,72,bike,repair,29
1966,100,bike,repair,21
1889,7,car,repair,51
20445,52,car,full_service,12
7461,141,car,full_service,62
7166,134,car,wash,5
29205,136,car,full_service,6
24351,2,bike,wash,14
17006,77,bike,repair,31
12381,144,car,full_service,17
17344,85,car,repair,67
11940,45,car,wash,15
27242,89,bike,full_service,18
12258,141,bike,full_service,84
25485,8,bike,full_service,30
24763,114,car,full_service,73
27017,129,car,repair,87
8280,74,bike,full_service,43
2067,80,bike,wash,32
21607,127,car,full_service,21
12115,33,bike,wash,41
29829,146,bike,wash,87
29432,38,bike,repair,31
10018,12,car,full_service,80
16753,132,car,wash,71
15178,49,bike,full_service,72
16187,22,bike,repair,51
5607,121,car,repair,79
4985,119,car,full_service,38
11284,87,bike,wash,22
20563,111,bike,repair,39
15554,110,bike,wash,22
5538,71,car,wash,74
29477,56,bike,full_service,38
19746,0,bike,repair,37
19608,112,bike,full_service,76
7371,61,bike,full_service,88
2726,46,bike,full_service,88
27582,77,car,wash,47
6791,105,bike,full_service,86
25457,125,bike,repair,31
9458,4,car,wash,52
24397,30,car,full_service,73
18221,36,bike,repair,75
16738,78,bike,full_service,26
21968,142,bike,full_service,38
18070,51,car,full_service,47
28937,138,car,wash,81
17740,42,car,full_service,20
29391,39,car,repair,18
10063,62,bike,full_service,43
11165,129,car,full_service,75
15539,86,bike,wash,16
16572,72,car,full_service,88
5647,103,bike,repair,59
11002,15,bike,repair,10
21802,58,bike,full_service,44
11833,46,car,repair,17
11420,115,bike,repair,73
7642,108,bike,full_service,28
20775,8,bike,repair,78
29754,64,car,repair,63
11542,58,bike,full_service,50
5357,101,car,wash,77
22263,135,bike,wash,48
22703,122,car,full_service,80
16599,145,bike,wash,15
14201,90,bike,wash,65
3739,95,bike,wash,40
14231,57,bike,wash,76
28306,31,car,full_service,14
10510,47,bike,wash,82
10727,44,bike,wash,5
22168,99,bike,full_service,67
11635,99,car,full_service,16
10964,45,car,wash,9
28785,143,car,repair,82
18261,125,bike,full_service,40
20254,45,car,full_service,21
12392,120,car,wash,62
13336,87,car,repair,26
12939,60,bike,full_service,35
28412,45,car,full_service,30
17676,80,bike,full_service,17
10843,44,car,repair,67
13823,117,car,full_service,71
29982,46,bike,full_service,67
26112,22,bike,repair,15
3686,60,bike,full_service,73
1233,12,car,repair,68
28228,6,bike,repair,72
15429,140,bike,repair,36
19758,27,car,wash,78
3272,95,bike,full_service,14
18350,106,bike,full_service,58
18273,97,car,full_service,59
21247,111,car,repair,86
23538,0,car,wash,66
4400,42,bike,repair,59
16371,41,car,full_service,86
25610,94,bike,repair,39
5542,128,car,wash,71
4523,50,car,full_service,69
19147,143,car,repair,21
4291,14,bike,wash,46
3488,124,bike,repair,63
11892,86,bike,repair,74
2558,52,bike,full_service,15
5690,144,bike,wash,82
7121,88,car,repair,32
19660,105,car,wash,43
13198,5,car,full_service,58
5439,30,car,full_service,15
18487,39,bike,full_service,62
8520,68,bike,wash,44
26995,134,bike,wash,8
6409,12,car,repair,68
10670,3,car,wash,52
13106,2,bike,full_service,74
12934,139,car,repair,87
8869,64,car,wash,35
3956,26,bike,full_service,6
25094,106,car,full_service,47
23401,49,bike,repair,45
26958,16,car,full_service,64
11766,31,bike,wash,79
20768,16,car,full_service,50
27145,33,bike,repair,44
11086,34,bike,full_service,63
11435,145,car,full_service,49
27442,49,car,wash,46
17412,102,bike,wash,25
26281,32,bike,wash,7
26596,88,bike,wash,70
11255,128,bike,full_service,15
10638,84,bike,wash,28
8756,58,car,full_service,54
24332,9,car,wash,25
12856,56,car,wash,29
16764,65,car,wash,8
28563,118,car,full_service,47
23139,111,bike,wash,51
4602,14,car,full_service,27
6062,12,car,wash,64
12877,113,bike,wash,25
25455,117,bike,repair,70
8244,141,car,wash,55
7372,113,car,full_service,19
8105,33,bike,repair,62
28944,100,car,full_service,30
20965,24,bike,full_service,63
20146,111,car,repair,49
13229,53,car,wash,70
17956,11,car,repair,39
8705,125,car,full_service,68
14894,136,bike,wash,88
13280,30,bike,repair,81
1614,77,car,full_service,31
5050,52,car,wash,84
17709,111,car,full_service,35
16722,42,car,wash,16
21124,41,bike,wash,49
16210,123,bike,repair,36
17742,66,car,wash,58
4777,65,bike,full_service,70
6906,143,bike,wash,36
27947,82,car,full_service,19
2721,93,car,wash,59
18733,104,car,wash,45
21080,143,bike,repair,44
4896,30,bike,wash,76
21644,117,bike,wash,53
27172,27,bike,full_service,42
27203,3,car,full_service,60
7941,137,car,full_service,38
28078,17,car,wash,5
14464,46,bike,full_service,14
21192,8,car,full_service,44
6246,28,car,wash,20
9384,143,bike,full_service,50
28250,91,car,repair,28
21229,148,bike,repair,18
19961,63,bike,full_service,43
16369,110,car,full_service,22
17475,123,car,full_service,88
21618,109,bike,wash,45
26056,117,car,repair,60
23976,99,car,repair,40
14644,30,bike,full_service,28
12108,80,car,full_service,33
9128,45,bike,wash,26
18459,48,bike,wash,15
19897,41,bike,repair,45
9168,111,bike,wash,53
7861,26,car,repair,15
9990,87,car,full_service,56
14750,120,car,full_service,71
29525,2,bike,repair,89
17988,59,car,full_service,79
3979,78,bike,wash,12
24524,144,bike,full_service,35
8065,31,car,full_service,78
5916,6,car,repair,10
24184,70,bike,wash,85
1597,127,bike,wash,75
27108,57,bike,full_service,17
24704,111,bike,full_service,10
26089,47,car,wash,71
6622,110,car,wash,31
19261,70,car,repair,49
13164,74,bike,full_service,30
29419,73,bike,full_service,8
2699,120,car,wash,41
26605,54,car,repair,25
23164,40,car,wash,32
18100,96,bike,full_service,86
14429,147,bike,full_service,36
14796,32,bike,full_service,57
5086,33,car,full_service,37
1665,61,car,repair,30
25230,18,car,full_service,21
23995,9,car,wash,60
27784,119,car,repair,88
15605,122,car,repair,34
18463,103,bike,full_service,9
9419,140,car,repair,10
16184,4,car,full_service,66
25724,57,bike,repair,14
2069,58,bike,repair,74
6263,127,bike,wash,14
17109,85,bike,wash,89
8951,103,bike,wash,48
13919,142,bike,repair,60
2363,128,car,wash,8
5508,37,car,wash,17
2755,106,car,wash,78
1519,108,car,repair,84
22847,52,bike,full_service,23
12736,51,bike,wash,74
11514,0,car,repair,66
15688,10,bike,repair,13
8233,57,bike,full_service,50
2102,127,car,wash,60
1597,43,car,repair,78
14947,5,car,repair,44
20657,7,car,repair,71
13241,4,car,full_service,87
6781,105,car,wash,66
11797,111,car,repair,50
7256,16,car,repair,10
24642,8,bike,repair,33
11380,77,car,repair,23
9780,13,bike,wash,19
7554,112,car,wash,61
13664,90,bike,repair,42
10599,24,car,repair,25
16511,97,car,repair,55
25386,2,car,full_service,43
5846,138,car,full_service,24
28966,111,car,full_service,6
29016,145,bike,repair,36
27205,46,car,full_service,8
26570,49,car,wash,11
22182,123,car,full_service,7
7605,89,bike,repair,29
11251,66,bike,wash,13
17043,1,bike,repair,30
13764,146,bike,wash,68
3986,1,bike,full_service,22
1400,64,bike,full_service,6
20239,90,car,wash,5
11416,115,car,wash,52
4412,48,car,repair,84
17440,68,bike,wash,67
25406,131,car,repair,40
2875,144,car,wash,67
21927,125,bike,wash,79
5298,52,car,full_service,30
4768,111,car,full_service,10
6752,149,car,repair,30
22217,138,bike,repair,47
13489,112,bike,repair,5
2353,142,car,wash,13
27986,113,car,wash,31
22371,137,bike,repair,75
7597,47,bike,wash,7
15691,30,bike,full_service,65
5311,36,bike,wash,77
16307,107,car,full_service,6
11794,27,bike,repair,78
3934,69,car,wash,85
17406,13,bike,repair,35
11394,121,car,full_service,69
18593,15,bike,repair,22
27872,24,bike,full_service,10
9940,65,bike,full_service,46
18188,37,car,repair,72
9325,102,car,full_service,8
21800,97,car,repair,8
11629,114,car,repair,69
26009,39,bike,repair,45
6141,63,bike,full_service,47
22352,88,bike,full_service,59
4671,99,car,wash,23
29312,143,bike,repair,25
8292,81,bike,repair,62
16438,76,bike,repair,34
24385,58,car,repair,11
13231,90,car,repair,73
19482,97,bike,repair,68
15511,138,car,repair,6
12109,0,car,wash,71
9444,12,bike,wash,83
22445,29,bike,repair,78
16605,17,car,repair,13
14026,77,car,wash,27
10321,140,bike,wash,18
20648,31,bike,repair,58
6435,70,bike,repair,49
9493,49,bike,wash,20
7691,115,bike,wash,88
27553,112,bike,repair,76
3763,79,bike,wash,61
21389,30,car,repair,12
4241,50,car,full_service,29
4057,59,bike,repair,45
17934,32,car,repair,66
6574,126,car,repair,81
6411,125,bike,wash,22
2587,40,bike,repair,54
11014,18,bike,repair,45
6920,40,car,wash,38
22644,84,bike,full_service,85
28793,88,bike,full_service,16
12688,41,car,wash,84
5409,119,bike,repair,81
29855,22,car,full_service,79
6783,32,car,full_service,82
1712,19,bike,wash,46
27751,89,bike,full_service,59
6406,103,bike,full_service,63
25374,11,car,wash,55
24804,142,bike,full_service,57
29648,50,car,repair,85
13041,5,bike,wash,13
24227,90,bike,repair,7
3433,68,bike,repair,12
4301,122,bike,wash,86
17654,145,car,full_service,63
27370,114,bike,wash,34
28038,110,bike,full_service,71
29869,60,bike,repair,59
12586,106,bike,full_service,38
18463,77,car,repair,47
28454,94,car,repair,32
6322,73,bike,repair,41
14932,47,car,wash,34
26179,95,bike,full_service,75
6257,30,car,full_service,66
14733,33,bike,full_service,33
25366,86,car,repair,6
14368,134,car,wash,61
10777,82,car,full_service,61
12249,134,car,full_service,46
23598,46,car,wash,53
22390,135,bike,full_service,61
21369,128,car,wash,75
13881,124,bike,wash,22
10587,76,bike,full_service,74
29264,2,bike,wash,31
9791,91,bike,wash,58
9705,142,bike,full_service,28
23375,99,bike,repair,38
23611,126,bike,full_service,26
10258,67,bike,full_service,67
8833,132,bike,repair,40
20270,89,bike,wash,88
15245,88,bike,full_service,65
20037,9,car,repair,86
16754,7,bike,repair,46
10280,11,bike,full_service,37
13577,63,bike,full_service,78
22248,117,car,repair,13
3514,58,car,full_service,29
4969,49,bike,repair,17
20668,39,car,full_service,51
25124,121,car,repair,49
5566,96,bike,full_service,9
3196,126,bike,full_service,35
29759,86,car,full_service,35
18173,76,car,wash,75
20859,120,bike,full_service,45
12345,145,bike,repair,50
27240,148,bike,repair,56
2309,110,bike,wash,88
1864,128,bike,wash,9
13055,40,bike,wash,16
6389,136,car,full_service,25
20747,22,bike,full_service,13
12716,77,bike,repair,21
12978,10,car,repair,28
25599,70,bike,full_service,31
4003,25,bike,repair,12
15174,29,car,full_service,48
25886,101,car,wash,66
14772,68,bike,full_service,33
18615,132,car,full_service,87
8959,60,bike,full_service,78
12980,105,bike,repair,28
20095,22,car,full_service,38
7581,112,bike,full_service,64
25089,29,bike,full_service,35
17805,66,bike,wash,8
10965,130,bike,full_service,13
12760,120,car,full_service,81
15922,82,car,full_service,58
1946,61,bike,repair,5
26762,56,bike,wash,65
19218,0,bike,wash,77
2564,101,bike,full_service,35
8332,68,bike,full_service,49
5944,58,car,repair,64
17057,45,car,full_service,77
14877,105,car,repair,88
11139,33,bike,full_service,46
2308,100,bike,repair,89
20370,96,bike,wash,31
17770,28,car,full_service,62
23515,122,bike,repair,73
26737,72,car,repair,85
4258,142,bike,full_service,77
23505,3,bike,repair,38
5811,37,bike,full_service,14
23958,19,bike,full_service,70
7697,112,car,repair,29
21317,22,bike,repair,7
16775,110,bike,repair,38
12039,135,car,wash,75
2439,44,car,full_service,32
23553,96,car,full_service,13
12634,32,bike,wash,15
21864,134,bike,wash,84
1055,21,bike,repair,43
20708,132,bike,full_service,17
24161,14,car,wash,15
1105,20,car,wash,39
4201,125,car,full_service,12
16184,88,car,full_service,11
1669,16,car,full_service,73
13663,55,bike,repair,74
26318,49,bike,wash,61
1966,134,bike,repair,39
17691,117,car,full_service,15
19522,121,car,full_service,42
12656,49,bike,wash,89
16893,59,bike,repair,82
14089,124,bike,repair,53
17493,115,bike,repair,39
4632,134,bike,full_service,33
24112,87,bike,wash,45
6684,104,car,repair,10
14266,54,bike,full_service,14
23883,63,car,full_service,88
19299,95,bike,repair,88
29839,43,car,wash,89
17940,129,car,wash,27
25003,148,car,repair,50
1104,49,bike,full_service,16
3047,110,bike,full_service,59
17529,136,bike,repair,17
28339,98,bike,full_service,78
18257,147,car,full_service,11
17682,145,bike,repair,16
20622,83,bike,full_service,65
9837,29,bike,repair,29
16407,64,car,repair,6
7382,23,car,repair,30
28654,89,bike,full_service,55
19895,105,bike,repair,73
23980,76,bike,full_service,66
1783,67,bike,repair,76
22376,108,car,wash,77
1370,144,bike,full_service,43
16908,96,bike,full_service,88
1486,132,car,full_service,15
24762,91,bike,wash,68
27613,87,bike,repair,84
15500,49,bike,wash,46
4196,102,car,repair,14
10552,111,car,repair,23
21671,45,bike,repair,8
3261,10,bike,repair,87
11813,11,car,repair,7
10148,140,car,wash,85
9572,63,car,full_service,18
16008,7,bike,wash,14
29225,8,car,full_service,10
14085,129,car,full_service,35
17622,77,car,full_service,35
7843,140,bike,wash,52
2105,1,car,repair,13
18770,73,bike,repair,80
28128,130,bike,full_service,30
11441,133,bike,repair,6
10719,86,bike,repair,8
19051,4,car,wash,10
29708,130,bike,repair,34
3691,137,bike,repair,59
25140,146,bike,wash,32
12864,13,car,repair,65
2996,148,car,full_service,81
2425,123,car,wash,59
28388,42,car,repair,40
17378,27,bike,repair,78
25407,148,bike,wash,78
7849,23,bike,full_service,9
4247,16,car,wash,33
19976,149,car,full_service,16
2490,82,car,wash,26
18608,44,bike,repair,63
19971,73,bike,wash,43
25098,138,bike,wash,6
20448,60,car,full_service,18
15310,37,car,wash,14
25188,65,bike,full_service,52
18216,32,car,wash,68
16401,42,bike,repair,7
13884,111,bike,wash,76
19824,34,car,repair,64
5795,36,bike,full_service,85
2646,99,bike,full_service,72
17142,22,bike,full_service,25
15306,88,bike,full_service,23
17824,14,bike,wash,83
6956,131,car,wash,24
14928,149,bike,wash,62
10721,21,car,repair,46
12157,77,bike,wash,14
3367,144,car,repair,27
7696,71,car,repair,16
28862,97,car,wash,13
6190,89,bike,repair,83
5663,108,car,full_service,33
8062,93,bike,wash,86
5331,79,bike,wash,24
26880,93,car,repair,69
20418,79,car,wash,7
12880,37,bike,wash,12
29549,133,bike,repair,43
17246,133,bike,wash,68
26761,25,car,wash,35
4262,100,bike,wash,76
14320,74,bike,repair,83
19491,37,bike,wash,26
8036,82,bike,wash,9
27416,142,bike,wash,62
21704,55,bike,full_service,77
23322,104,bike,wash,83
20131,30,bike,repair,67
5677,57,bike,full_service,65
8972,72,bike,repair,56
16329,131,bike,wash,37
5264,9,bike,wash,26
4133,72,car,wash,55
12612,14,bike,full_service,15
18849,97,bike,wash,62
21493,62,bike,repair,54
19595,18,bike,full_service,74
22923,112,bike,repair,21
28380,62,car,repair,50
15158,115,bike,repair,48
10735,20,car,repair,61
2689,144,bike,repair,9
10763,145,car,wash,43
8727,80,car,repair,62
8764,65,bike,repair,13
21925,64,car,wash,27
28855,42,car,full_service,51
20925,56,bike,wash,40
14003,137,car,full_service,35
28599,36,car,repair,88
1818,119,car,wash,27
15439,68,bike,full_service,60
16077,55,bike,full_service,75
5521,118,bike,wash,50
2124,54,bike,wash,62
6660,37,car,wash,40
6641,14,bike,wash,72
18513,143,car,wash,64
2702,76,bike,repair,18
19385,52,bike,repair,29
24296,6,car,wash,75
21262,54,car,wash,83
29948,51,bike,repair,48
24616,3,bike,full_service,50
27382,42,bike,repair,17
12139,39,bike,wash,66
23715,120,bike,full_service,23
23419,29,car,wash,16
28785,137,bike,full_service,52
16702,102,car,wash,37
27728,6,bike,repair,83
7523,108,bike,wash,41
13397,19,car,repair,10
9111,48,bike,full_service,85
26120,95,car,repair,47
3401,58,car,full_service,54
27940,89,bike,wash,50
10481,25,car,repair,77
29341,35,bike,full_service,32
11067,125,bike,full_service,71
14376,42,bike,full_service,15
14824,98,bike,full_service,24
14444,32,bike,wash,34
13879,99,bike,wash,40
26358,96,bike,wash,80
17112,44,car,full_service,72
1539,87,bike,wash,40
11974,142,car,full_service,62
14846,94,bike,full_service,32
6615,16,bike,full_service,43
28244,139,car,repair,70
17016,21,car,wash,47
29513,89,car,wash,9
3956,77,car,repair,17
9077,139,bike,repair,13
4722,113,bike,repair,61
13059,67,car,repair,31
27409,109,bike,full_service,65
6087,124,car,wash,81
11338,140,car,wash,54
23844,56,car,wash,86
3170,54,car,full_service,38
4391,81,car,wash,89
7942,106,bike,repair,69
19000,101,car,wash,49
14806,146,car,wash,38
15792,110,bike,full_service,77
13809,106,car,repair,12
15855,101,car,repair,52
10108,2,bike,repair,40
7458,147,bike,wash,86
3756,24,bike,repair,70
7853,74,bike,repair,15
8709,60,bike,wash,56
19320,122,car,full_service,40
29618,54,car,wash,35
20475,38,car,full_service,28
13847,82,bike,full_service,25
18352,33,bike,repair,34
8297,112,bike,repair,76
28940,149,bike,wash,68
17256,26,bike,full_service,43
4203,148,bike,wash,5
7499,30,car,repair,46
6173,136,bike,full_service,81
18273,82,car,repair,9
26368,9,car,repair,16
12650,39,car,repair,33
10173,53,bike,full_service,7
8382,134,bike,full_service,65
20915,3,bike,repair,55
29105,142,bike,full_service,40
1801,5,bike,repair,79
9234,72,car,repair,6
14897,57,car,repair,33
16197,76,bike,full_service,45
20733,18,car,wash,33
25389,61,car,wash,68
10969,70,bike,full_service,62
4201,137,car,full_service,87
17733,24,car,repair,14
27143,126,bike,repair,15
26705,57,car,wash,11
28535,119,bike,repair,81
29363,110,bike,wash,65
10972,75,bike,wash,70
1583,69,car,full_service,57
13719,137,car,full_service,69
4377,65,car,full_service,31
23412,119,bike,wash,11
25078,86,car,full_service,69
23580,138,car,wash,62
24467,121,bike,full_service,29
15855,48,bike,wash,52
4401,47,bike,repair,8
14636,114,car,repair,12
20569,86,bike,wash,89
27770,6,car,wash,72
22669,76,bike,repair,64
16738,144,bike,wash,8
26738,120,bike,wash,12
7772,123,bike,repair,20
25874,149,car,wash,23
20731,140,car,full_service,5
11131,124,car,repair,38
1788,11,bike,full_service,49
22329,70,car,wash,67
17184,0,bike,wash,10
3889,118,bike,full_service,40
10569,141,car,wash,70
22657,110,bike,wash,82
11141,63,bike,full_service,12
20656,42,car,wash,71
26453,40,car,repair,31
22618,114,bike,full_service,38
12934,38,car,full_service,32
10769,0,bike,full_service,35
24286,40,car,full_service,21
28715,87,bike,repair,87
8612,97,bike,full_service,59
19876,87,bike,full_service,79
17205,78,car,wash,13
28331,140,car,full_service,61
24129,70,bike,wash,49
14934,136,car,full_service,10
11095,98,car,full_service,18
26958,86,car,repair,35
5240,0,bike,wash,58
19706,141,car,repair,15
11748,111,car,wash,73
6298,73,car,full_service,6
2861,64,bike,repair,21
15142,68,bike,wash,40
24004,66,bike,wash,7
27442,49,car,repair,67
21431,57,bike,wash,47
24965,52,car,full_service,37
8320,90,car,wash,82
12367,114,bike,full_service,33
18482,117,car,wash,27
6247,56,bike,repair,63
2734,85,car,full_service,85
5663,17,car,wash,53
6909,15,car,full_service,59
20800,129,car,repair,79
13818,12,car,wash,32
23686,79,bike,wash,75
24977,42,bike,full_service,76
18064,53,bike,repair,29
9163,136,bike,repair,11
19454,72,car,wash,77
14358,47,car,full_service,79
7668,17,bike,wash,38
14016,10,bike,wash,26
9001,83,car,full_service,71
10921,18,bike,repair,54
3191,99,car,wash,52
9859,115,car,wash,76
27188,89,bike,full_service,74
24970,73,car,full_service,61
9872,23,car,wash,29
26548,12,bike,repair,70
20230,124,bike,full_service,20
27708,115,car,wash,62
19847,70,bike,repair,45
24221,125,car,full_service,55
28105,144,bike,full_service,25
28079,118,car,wash,83
5922,90,car,full_service,60
5392,84,car,wash,51
20567,107,car,full_service,47
29609,126,car,repair,88
14541,120,car,repair,35
20551,128,car,full_service,19
20381,5,car,wash,52
16015,77,car,full_service,66
23905,37,bike,wash,74
4227,115,car,full_service,7
23948,101,bike,repair,42
27728,7,bike,wash,62
27304,77,bike,repair,71
3024,111,car,repair,49
17713,147,car,repair,48
3486,54,bike,full_service,12
2155,47,car,wash,70
11082,87,car,repair,75
5477,9,car,wash,65
19569,51,car,wash,21
8086,33,car,repair,75
3317,60,car,full_service,40
4621,143,bike,repair,72
5491,78,bike,repair,84
16916,17,bike,wash,25
16248,70,bike,full_service,86
3511,85,bike,wash,50
25226,31,car,full_service,50
26025,42,car,repair,20
10546,82,car,full_service,26
16612,68,bike,wash,10
8848,49,bike,repair,60
15274,11,car,full_service,49
22788,84,bike,full_service,62
22777,122,car,wash,32
18677,57,car,full_service,21
3465,82,car,repair,40
17304,111,bike,full_service,16
16669,127,bike,wash,54
12294,35,car,full_service,63
27425,53,car,repair,16
4175,46,bike,repair,66
8849,114,bike,full_service,44
13473,123,bike,full_service,6
28775,95,bike,repair,29
10425,106,car,wash,89
27013,119,car,repair,78
28928,100,bike,full_service,35
13222,102,bike,full_service,51
9444,31,bike,wash,64
9210,65,bike,repair,77
3759,10,car,repair,45
17091,147,bike,wash,54
22639,36,bike,repair,27
25798,101,car,wash,16
1002,48,bike,repair,75
25514,18,car,wash,87
18643,6,car,wash,26
9190,132,car,wash,60
21707,41,bike,full_service,20
16248,87,car,full_service,62
6773,134,bike,full_service,76
13786,10,bike,repair,55
19952,40,car,wash,10
